# Fichiers officiels ATIH — Manuel des GHM, version 2025 : annexe 8 (actes classants), annexe 11 (actes mineurs reclassant en GHM médical) et volume 2 par CMD (listes d'actes rattachées aux racines). Source : https://www.atih.sante.fr/manuel-des-ghm-2025-publication-bo
# Extraites le 2026-09-24 par scripts/extraire-referentiel-atih.py : données officielles reprises telles quelles.
# Une ligne par acte classant. racines_ghm = racines dans lesquelles l'acte est classant (volume 2) ; cmds_classantes = CMD de l'annexe 8.
# libelle_ghm = libellé abrégé employé par le manuel (les libellés complets relèvent de la CCAM, voir data/ccam-complete-2025.csv).
code_ccam;racines_ghm;cmds_classantes;reclassant_ghm_medical;libelle_ghm
ADPC004;06C05 06C16 06C20 06C22 17C07;06 17;non;VAGOTOMIE TRONCULAIRE THOR.SCOPIE
ADPC900;01C03 01C04 01C11 01C12;01;non;SECTION NF CRÂNIEN VIDÉOCHIR INTRACRÂN.
AEFA001;01C05 08C51 08C52 08C61 17C06;01 08 17;non;EXÉRÈSE LÉS. MOELLE ÉPIN. SUR 1ÉTAGE VERTÉB. AB.
AEFA002;01C05 08C51 08C52 08C61 17C06;01 08 17;non;EXÉRÈSE LÉS. MOELLE ÉPIN. SUR PLUS. ÉTAGES VERTÉB.
AEFA003;01C05 08C51 08C52 08C61 17C06;01 08 17;non;EXÉRÈSE LÉS. CÔNE MÉDUL. AB. POST.
AEGA001;01C05 08C27 21C05;01 08 21;non;ABL. ÉLECTRODE MOELLE ÉPIN. AB. DIRECT
AEJA001;01C05 08C27 21C05;01 08 21;non;TRAITT PLAIE VERTÉBROSPINALE AB. ANT/ANT.LAT
AEJA002;01C05 08C27 17C07 21C05;01 08 17 21;non;TRAITT PLAIE VERTÉBROSPINALE +O.S VERTÉB. AB.
AEJA003;01C05 08C27 21C05;01 08 21;non;ÉVAC. HÉMATOME INTRASPINAL
AEJA004;01C05 08C27 17C07 21C05;01 08 17 21;non;TRAITT PLAIE VERTÉBROSPINALE AB. POST.
AEJA005;01C05 08C27 21C05;01 08 21;non;TRAITT PLAIE VERTÉBROSPINALE +O.S VERTÉB. AB. POST.
AEKA001;01C10 06C15 08C27 11C08 21C05;01 06 08 11 21;non;CHANGT 1GÉNÉRATEUR SSCUT STIMUL. MOELLE ÉPIN.
AELA001;01C10 06C15 08C27 08C61 11C08 17C06;01 06 08 11 17;non;IMPLANT. ÉLECTRODE MOELLE ÉPIN. THÉRAP. AB. DIRECT
AELA002;01C10 06C15 08C21 11C08;01 06 08 11;non;IMPLANT. SSCUT 1GÉNÉRATEUR STIMUL. MOELLE ÉPIN.
AELB001;01C10 06C15 08C27 11C08;01 06 08 11;non;IMPLANT. ÉLECTRODE THÉRAP. MOELLE TRANSCUT.
AELB002;01C10 06C15 08C21 11C08;01 06 08 11;non;IMPLANT. ÉLECTRODE MOELLE ÉPIN. THÉRAP. TRANSCUT.
AENA001;01C05 08C27 08C61 17C06 21C05;01 08 17 21;non;DESTRUC. SÉLECT. CORNE POST MOELLE ÉPIN/JONCTION
AEPA001;01C05 08C27 08C61 17C06 21C05;01 08 17 21;non;LIBÉR. MOELLE ATTACHÉE AB. POST.
AEPA002;01C05 08C27 17C06 21C05;01 08 17 21;non;MYÉLOTOMIE COMMISSUROTOMIE/CORDOTOMIE SPINALE
AEPA004;01C05 08C27 17C06;01 08 17;non;LIBÉR. 1DIASTÉMATOMYÉLIE AB. POST.
AEPB001;01C05 08C27 21C05;01 08 21;non;CORDOTOMIE SPINALE TRANSCUT.
AFCA001;01C05 17C06;01 17;non;DÉRIV. 1CAV. INTRASPINALE/PÉRISPINALE DS ESP.
AFCA002;01C05 17C06;01 17;non;DÉRIV. LOMBOPÉRIT. LCS SUBARACHNOÏDIEN RACH. AB.
AFCA003;01C05 17C06;01 17;non;DÉRIV. 1CAV. INTRASPINALE/PÉRISPINALE HORS ESP
AFCA004;01C05 17C07;01 17;non;DÉRIV. EXT. LCS SUBARACHNOÏDIEN RACH.
AFFA001;01C05 08C51 08C52 08C61 17C06;01 08 17;non;EXÉRÈSE T. INTRADURAL EXTRASPINALE SANS RECONSTR.
AFFA002;01C05 08C51 08C52 08C61 17C06;01 08 17;non;EXÉRÈSE T. VERTÉB. SABLIER +RECONSTR. VERTÉB. AB.
AFFA003;01C05 08C51 08C52 08C61 17C06;01 08 17;non;EXÉRÈSE T. VERTÉB. SABLIER SANS RECONSTR. VERTÉB.
AFFA004;01C05 08C27 08C61 17C06;01 08 17;non;EXÉRÈSE KYSTE MÉNINGÉ INTRACANALAIRE VERTÉB. AB.
AFFA005;01C05 08C51 08C52 08C61 17C06;01 08 17;non;EXÉRÈSE T. ÉPIDURALE RACH. +O.S VERTÉB. AB. POST.
AFFA006;01C05 08C27 17C07;01 08 17;non;EXÉRÈSE 1FISTULE DERMIQUE +PROLONGT INTRADURAL
AFFA007;01C05 08C51 08C52 08C61 17C06;01 08 17;non;EXÉRÈSE T. INTRADURALE EXTRASPINALE AB.
AFFA008;01C05 08C51 08C52 08C61 17C06;01 08 17;non;EXÉRÈSE T. VERTÉB. SABLIER SANS RECONSTR. VERTÉB.
AFFA009;01C05 08C51 08C52 17C06;01 08 17;non;EXÉRÈSE T. INTRADURALE EXTRASPINALE +RECONSTR.
AFFA010;01C05 08C51 08C52 08C61 17C07;01 08 17;non;EXÉRÈSE T. ÉPIDURALE RACH. AB. POST.
AFFA011;01C05 08C51 08C52 08C61 17C06;01 08 17;non;EXÉRÈSE T. VERTÉB. SABLIER +RECONSTR. VERTÉB. AB.
AFGA001;01C05 17C07 21C05;01 17 21;non;ABL. 1SYST. DIFFUSEUR/1POMPE IMPLANTÉ SSCUT
AFGA002;01C05 17C07 21C05;01 17 21;non;ABL. 1DÉRIV. INT. INTRASPINALE LCS RACH. AB. DIRECT
AFJA001;01C05 08C27 08C61 17C06 21C05;01 08 17 21;non;ÉVAC. HÉMATOME PÉRIDURAL RACH. AB. DIRECT
AFJA002;01C05 08C27 08C61 17C06 21C05;01 08 17 21;non;PARAGE ÉPIDURITE +/-SPONDYLODISCITE SANS
AFJA003;01C05 08C27 17C06 21C05;01 08 17 21;non;ÉVAC. HÉMATOME INTRADURAL RACH. AB. DIRECT
AFJA004;01C05 08C27 08C61 17C06 21C05;01 08 17 21;non;ÉVAC. HÉMATOME PÉRIDURAL RACH. POSTOP AB. DIRECT
AFJA005;01C05 08C27 08C61 17C06 21C05;01 08 17 21;non;PARAGE 1ÉPIDURITE+/-SPONDYLODISCITE +RECONSTR.
AFKB001;01C05 17C07 21C05;01 17 21;non;CHANGT CATHÉ. INTRATHÉC. SPINAL RELIÉ
AFKB002;01C05 17C06 21C05;01 17 21;non;CHANGT CATHÉ PÉRIDURAL RELIÉ DIFFUSEUR/POMPE
AFLA003;01C05 17C07;01 17;non;POSE 1CATHÉ. INTRATHÉC/INTRAKYSTIQUE SPINAL
AFLB006;01K05;01;non;INJ INTRATHÉC. TRANSCUT. SANS GUID
AFLB007;01K05;01;non;INJ PÉRIDURALE SANS GUID
AFLB008;01C05 08C27 08C61 17C07;01 08 17;non;POSE 1CATHÉ. PÉRIDURAL +DIFFUSEUR/POMPE SSCUT
AFLH001;01K05;01;non;INJ PÉRIDURALE TRANSCUT. GUID RADIO
AFLH002;01K05;01;non;INJ INTRATHÉC. TRANSCUT. GUID RADIO
AFPA001;01C05 08C27 08C61 17C06 21C05;01 08 17 21;non;TRAITT INFECT. PÉRIDURALE RACH. +/- PARAVERTÉBRALE
AFSA001;01C05 08C27 17C06;01 08 17;non;FERM. 1SPINA BIFIDA +MYÉLOMÉNINGOCÈLE AB. POST.
AFSA002;01C05 08C27 17C06;01 08 17;non;FERM. 1SPINA BIFIDA +MÉNINGOCÈLE AB. POST.
AFSA003;01C05 08C27 08C61 17C06;01 08 17;non;FERM. 1FISTULE LCS/1MÉNINGOCÈLE POSTOP SPINALE
AGLB001;01K05;01;non;INJ. PÉRIDURALE ANTALGIQUE +ÉVAL. DIAG/PRONOST.
AGMP001;28Z19;28;non;PREPA IRRAD EXT NEVRAXE
AHCA001;01C08 08C21 08C61 17C07 21C05;01 08 17 21;non;SUTURE GREF. NON PÉD. +/- NEUROTISATION PLEXUS BR.
AHCA002;01C08 05C06 05C10 05C11 08C21 21C04;01 05 08 21;non;SUTURES 2NF PALM. +1ART. DIGIT. PALM. 1RAYON
AHCA003;01C08 08C21 21C05;01 08 21;non;SUTURE NF À CHEVILLE/AU PIED AB. DIRECT
AHCA004;01C08 08C21 21C05;01 08 21;non;SUTURE NF FÉM. AB. DIRECT
AHCA005;01C08 08C21 21C05;01 08 21;non;SUTURE NF MUSC.CUT AB. DIRECT
AHCA006;01C08 08C21 21C05;01 08 21;non;SUTURES NF MÉDIAN +NF ULNAIRE AU POIGNET AB. DIRECT
AHCA007;01C08 03C16 03C17 03C29 08C21 21C05;01 03 08 21;non;SUTURE 1NF CERV.FAC AB. DIRECT
AHCA008;01C08 05C06 05C10 05C11 08C21 21C05;01 05 08 21;non;SUTURES NF MÉDIAN+ULNAIRE POIGNET +SUTURE ART
AHCA009;01C08 08C21 21C05;01 08 21;non;SUTURE NF RADIAL AU BRAS/AU COUDE AB. DIRECT
AHCA010;01C08 08C21 17C07 21C05;01 08 17 21;non;SUTURE NF SCIATIQUE À CUISSE AB. DIRECT
AHCA011;01C08 08C21 17C07 21C05;01 08 17 21;non;SUTURE NF TIBIAL AB. DIRECT
AHCA012;01C08 05C06 05C10 05C11 08C21 21C04;01 05 08 21;non;SUTURE NF MÉDIAN/ULNAIRE POIGNET +SUTURE ART
AHCA013;01C08 08C21 21C05;01 08 21;non;SUTURES 2NF PALM. 1RAYON
AHCA014;01C08 08C21 17C07 21C05;01 08 17 21;non;SUTURE GREF. +/- NEUROTISATION PLEXUS LOMBOSACRAL
AHCA015;01C08 08C21 21C04;01 08 21;non;SUTURES 1NF PALM. +1ART. DIGIT. PALM. 1RAYON
AHCA016;01C08 08C21 21C04;01 08 21;non;SUTURE NF PROF. MB SUP. AMONT POIGNET AB. DIRECT
AHCA017;01C08 05C06 05C10 05C11 08C21 21C05;01 05 08 21;non;SUTURES NF MÉDIAN+ULNAIRE AU POIGNET +SUTURES
AHCA018;01C08 08C21 21C04;01 08 21;non;SUTURE NF MÉDIAN/NF ULNAIRE AU POIGNET AB. DIRECT
AHCA019;01C08 08C21 21C05;01 08 21;non;SUTURE NF CIRCONFL. AB. DIRECT
AHCA020;01C08 08C21 08C61 17C07 21C05;01 08 17 21;non;SUTURE GREF. NON PÉD+/-NEUROTISATION PLEXUS BR. AB.
AHCA021;01C08 08C21 21C05;01 08 21;non;SUTURE NF FIBULAIRE COMMUN AB. DIRECT
AHCA022;01C08 08C21 17C07 21C05;01 08 17 21;non;SUTURE GREF. NON PÉD. +/-NEUROTISATION PLEXUS BR.
AHCA023;01C08 08C21 21C04;01 08 21;non;SUTURE 1NF PALM. 1RAYON
AHEA001;01C08 08C21 21C05;01 08 21;non;GREF. PÉD. 1NF SPINAL PROF. AB. DIRECT
AHEA002;01C08 08C21 21C05;01 08 21;non;GREF. NF MUSC.CUT AB. DIRECT
AHEA003;01C08 08C21 21C05;01 08 21;non;GREF. NF À CHEVILLE/AU PIED AB. DIRECT
AHEA004;01C08 08C21 21C05;01 08 21;non;GREF. NF MÉDIAN À AV.B AB. DIRECT
AHEA005;01C08 08C21 21C04;01 08 21;non;GREF. NF MÉDIAN +NF ULNAIRE AU POIGNET AB. DIRECT
AHEA006;01C08 08C21 21C05;01 08 21;non;GREF. NF SCIATIQUE À CUISSE AB. DIRECT
AHEA007;01C08 08C21 21C05;01 08 21;non;NEUROTISATION 1NF SPINAL PROF. SANS LIBÉR. NF AB.
AHEA008;01C08 08C21 21C04;01 08 21;non;GREF. NF MÉDIAN/NF ULNAIRE AU POIGNET AB. DIRECT
AHEA009;01C08 08C21 21C05;01 08 21;non;GREF. NF TIBIAL/NF FIBULAIRE COMMUN AB. DIRECT
AHEA010;01C08 08C21 21C05;01 08 21;non;GREF. NF CIRCONFL. AB. DIRECT
AHEA011;01C08 08C21 21C05;01 08 21;non;GREF. NF ULNAIRE À AV.B AB. DIRECT
AHEA012;01C08 03C16 03C17 03C29 08C21 17C07 21C05;01 03 08 17 21;non;GREF. 1NF CERV.FAC AB. DIRECT
AHEA013;01C08 08C21 17C07 21C05;01 08 17 21;non;GREF. NF FÉM. AB. DIRECT
AHEA014;01C08 08C21 21C05;01 08 21;non;GREF. NF RADIAL AB. DIRECT
AHEA015;01C08 08C21 17C07 21C05;01 08 17 21;non;NEUROTISATION 1NF SPINAL PROF. +LIBÉR. NF AB. DIRECT
AHEA016;01C08 08C21 21C04;01 08 21;non;GREF. NF À MAIN AB. DIRECT
AHEA017;01C08 08C21 21C05;01 08 21;non;GREF. NF SCIATIQUE À FESSE AB. DIRECT
AHEA018;01C08 08C21 17C07 21C05;01 08 17 21;non;GREF. PÉD. PLEXUS BR. AB. SUSCLAV. +AB. INFRACLAVICULAIRE
AHFA001;01C08 08C21;01 08;non;EXÉRÈSE T. 1NF SPINAL +RÉPAR. IMMÉDIATE AB. DIRECT
AHFA002;01C08 03C16 03C17 03C29;01 03;non;EXÉRÈSE T. NF CERV. SUPERF. CERV.TOMIE
AHFA003;01C05 08C51 08C52 08C61 17C06;01 08 17;non;EXÉRÈSE LÉS. QU.CHEVAL ÉTENDUE SUR PLUS. ÉTAGES
AHFA004;01C08 08C21;01 08;non;EXÉRÈSE T. 1NF SPINAL SANS RÉPAR. IMMÉDIATE AB. DIRECT
AHFA005;01C08 08C21 13C05 13C06 13C07 13C18 13C19 17C06;01 08 13 17;non;RÉSEC. NF PRÉSACRAL LAPARO
AHFA007;01C05 08C51 08C52 08C61 17C06;01 08 17;non;EXÉRÈSE LÉS. QU.CHEVAL SUR 1ÉTAGE VERTÉB. AB. POST.
AHFA008;01C08 08C21 17C07;01 08 17;non;EXÉRÈSE T. PLEXUS BR/PLEXUS LOMBOSACRAL +RÉPAR.
AHFA010;01C08 03C16 03C17 03C29 17C07;01 03 17;non;EXÉRÈSE T. NF CERV. PROF. CERV.TOMIE
AHFA011;01C08 03C16 03C17 03C29 17C06;01 03 17;non;EXÉRÈSE T. NF CERV. PROF. CERV.TOMIE +THOR.TOMIE
AHFA012;01C05 08C51 08C52 08C61 17C06;01 08 17;non;EXÉRÈSE LIPOME QU.CHEVAL +FERM.
AHGA001;01C08 04C02 21C05;01 04 21;non;ABL. ÉLECTRODE NF PHRÉNIQUE THOR.TOMIE
AHGA002;01C08 21C05;01 21;non;ABL. 1STIMUL. ÉLECTRIQUE RESTAUR. MOTRICITÉ MB SUP.
AHGC801;01C08 04C02 21C05;01 04 21;non;ABLAT. ÉLECTRODE NF PHRÉNIQUE THORACOSCOPIE
AHHA001;01C08 03C16 03C17 03C29 08C21;01 03 08;non;BIOPSIE NF PÉRIPH. AB. DIRECT
AHHA002;01C08 03C16 03C17 03C29 08C21;01 03 08;non;BIOPSIE NEUROMUSC. AB. DIRECT
AHKA001;01C10 04C02 21C05;01 04 21;non;CHANGT ÉLECTRODE NF PHRÉNIQUE THOR.TOMIE
AHKA002;01C10 17C07 21C05;01 17 21;non;CHANGT ÉLECTRODE 1STIMUL. ÉLECTRIQUE RESTAUR.
AHKA003;01C10 21C05;01 21;non;CHANGT GÉNÉRATEUR 1STIMUL. ÉLECTRIQUE RESTAUR.
AHLA001;01C10 21C05;01 21;non;IMPLANT. 1STIMUL. ÉLECTRIQUE PR RESTAUR. MOTRICITÉ MB
AHLA002;01C10 04C02 17C07 21C05;01 04 17 21;non;IMPLANT. ÉLECTRODE NF PHRÉNIQUE THOR.TOMIE +POSE
AHLA003;01C10 11C08;01 11;non;IMPLANT ÉLECTRODE DÉFINITIVE SUR 1RACINE
AHLA804;01C10 11C08;01 11;non;IMPLANT SSCUT GÉNÉRAT NEUROMODULATION SACRALE
AHLB002;01K05;01;non;INFILTR. THÉRAP. NF SUPERF. 1MB +STIMULODÉTECT.
AHLB003;01K05;01;non;INFILTR. THÉRAP. NF GD OCCIPITAL
AHLB004;01K05;01;non;INFILTR. THÉRAP. 1NF PROF. DS 1CANAL OSTÉOFIBREUX
AHLB006;01K05;01;non;INFILTR. THÉRAP. NF MÉDIAN DS CANAL CARPIEN
AHLB010;01K05;01;non;INFILTR. THÉRAP. NF PAROI TR. +STIMULODÉTECT.
AHLB011;01K05;01;non;INFILTR. THÉRAP. NF SPINAL À ÉMERGENCE RACH. SANS
AHLB012;01K05;01;non;INFILTR. THÉRAP. NF PROF. 1MB SANS GUID
AHLB014;01K05;01;non;INFILTR. THÉRAP. NF SUPERF. 1MB SANS STIMULODÉTECT.
AHLB015;01K05;01;non;INFILTR. THÉRAP. NF PAROI TR. SANS STIMULODÉTECT.
AHLB016;01K05;01;non;INFILTR. THÉRAP. PLEXUS BR.
AHLB018;01C10 11C08;01 11;non;IMPLANT. ÉLECTRODE TEST NEUROSTIMUL. RACINE NF SACRAL
AHLC802;01C10 04C02 17C07 21C05;01 04 17 21;non;IMPLANT. ÉLECTRODE NF PHRÉNIQUE THORACOSCOPIE + POSE
AHLH002;01K05;01;non;INFILTR. THÉRAP. PLEXUS LOMBOSACRAL GUID RADIO
AHLH003;01K05;01;non;INFILTR. THÉRAP. PLEXUS LOMBOSACRAL GUID SCAN
AHLH004;01K05;01;non;INFILTR. THÉRAP. NF PELV. PROF. GUID SCAN
AHLH006;01K05;01;non;INFILTR. THÉRAP. NF PROF. 1MB GUID RADIO
AHLH007;01K05;01;non;INFILTR. THÉRAP. NF SPINAL À ÉMERGENCE RACH. GUID SCAN
AHLH010;01K05;01;non;INFILTR. THÉRAP. NF PELV. PROF. GUID RADIO
AHLH014;01K05;01;non;INFILTR. THÉRAP. NF SPINAL À ÉMERGENCE RACH. GUID RADIO
AHLH015;01K05;01;non;INFILTR. THÉRAP. 1NF PROF. DS 1CANAL OSTÉOFIBREUX GUID
AHLH017;01K05;01;non;INFILTR. THÉRAP. RAMEAU DORSAL NF SPINAL GUID SCAN
AHLH018;01K05;01;non;INFILTR. THÉRAP. RAMEAU DORSAL NF SPINAL GUID RADIO
AHPA001;01C14 08C21 21C05;01 08 21;non;LIBÉR. NF À CHEVILLE +/- AU PIED AB. DIRECT
AHPA002;01C08 08C21 08C61 21C05;01 08 21;non;LIBÉR. PLEXUS LOMBOSACRAL AB. DIRECT
AHPA003;01C08 03C16 03C17 03C29 08C21 21C05;01 03 08 21;non;SECTION NF SPINAL PROF. +DÉROUTM AB. DIRECT
AHPA004;01C08 08C21 08C61 17C07 21C05;01 08 17 21;non;LIBÉR. PLEXUS BR. +SCALÉNOTOMIE AB. SUSCLAV.
AHPA005;01C08 08C21 08C61 17C07 21C05;01 08 17 21;non;LIBÉR. PLEXUS BR. +SCALÉNOTOMIE +ABL. CÔTE CERV. AB.
AHPA006;01C08 08C21 08C61 17C07 21C05;01 08 17 21;non;LIBÉR. PLEXUS BR. AB. SUSCLAV. +AB. INFRACLAVICULAIRE
AHPA007;01C08 08C21 21C05;01 08 21;non;HYPONEUROTISATION INTRA/EXTRAFASC DES TR+/-RAMEAUX
AHPA008;01C14 08C21 21C05;01 08 21;non;LIBÉR. NF TIBIAL À JAMBE +/- AU CANAL CALCANÉEN AB.
AHPA009;01C15 08C60 21C04;01 08 21;non;LIBÉR. NF MÉDIAN AU CANAL CARPIEN AB. DIRECT
AHPA010;01C14 08C21 21C05;01 08 21;non;LIBÉR. NF FIBULAIRE COMMUN AU GENOU AB. DIRECT
AHPA011;01C14 08C21 21C05;01 08 21;non;LIBÉR/RÉSEC. 1NF DIGIT. PLANTAIRE AB. DIRECT
AHPA012;01C14 08C21 21C05;01 08 21;non;LIBÉR. NF SUSCLAV. +/- SES BRANCHES AB. DIRECT
AHPA013;01C14 08C21 21C05;01 08 21;non;LIBÉR. NF MUSC.CUT AB. DIRECT
AHPA014;01C14 08C21 21C05;01 08 21;non;LIBÉR. NF PAROI TR. AB. DIRECT
AHPA015;01C08 08C21 08C61 21C05;01 08 21;non;HYPONEUROTISATION INTRA/EXTRAFASC TR/RAMEAUX
AHPA016;01C14 08C21 21C05;01 08 21;non;LIBÉR. NF CIRCONFL. AB. DIRECT
AHPA017;01C14 08C21 08C61 17C07 21C05;01 08 17 21;non;LIBÉR. NF FÉM.+/-SCIATIQ+/-BRANCHES À RACINE MB INF/CUISSE
AHPA018;01C08 08C21 21C05;01 08 21;non;SECTION NF SPINAL SUPERF. +DÉROUTM AB. DIRECT
AHPA019;01C14 08C21 21C05;01 08 21;non;SECTION RÉSEC/DESTRUC. NF SPINAL SUPERF. AB. DIRECT
AHPA020;01C08 08C21 21C05;01 08 21;non;LIBÉR. PLEXUS BR. AB. INFRACLAVICULAIRE
AHPA021;01C14 08C21 21C04;01 08 21;non;LIBÉR. NF ULNAIRE AU POIGNET +/- À MAIN AB. DIRECT
AHPA022;01C14 08C21 21C05;01 08 21;non;LIBÉR. NF ULNAIRE AU COUDE AB. DIRECT
AHPA023;01C14 08C21 21C05;01 08 21;non;LIBÉR. NF RADIAL AU COUDE AB. DIRECT
AHPA024;01C14 08C21 21C05;01 08 21;non;LIBÉR. NF SPINAL SUPERF. DES MB AB. DIRECT
AHPA025;01C05 08C27 17C06 21C05;01 08 17 21;non;RADICOTOMIE SPINALE AB. POST.
AHPA026;01C08 08C21 21C05;01 08 21;non;DÉNERVATION CPLT POIGNET AB. DIRECT
AHPA027;01C14 08C21 21C05;01 08 21;non;LIBÉR. NF RADIAL AU BRAS AB. DIRECT
AHPA028;01C15 08C44 21C04;01 08 21;non;LIBÉR. NF DIGIT. AB. DIRECT 1RAYON
AHPC001;01C15 08C44 21C04;01 08 21;non;LIBÉR. NF MÉDIAN AU CANAL CARPIEN VIDÉOCHIRURGIE
AJFA001;01C08 05C06 05C10 05C11 09C25 09C33 09C34 17C06;01 05 09 17;non;SYMPATHECTOMIE LOMB. LAPARO
AJFA002;01C08 05C06 05C10 05C11 09C25 09C33 09C34;01 05 09;non;SYMPATHECTOMIE DES ART. M.C +DIGIT. AB. DIRECT
AJFA003;01C08 03C16 03C17 03C29 05C06 05C10 05C11 09C25 09C33 09C34 17C06;01 03 05 09 17;non;SYMPATHECTOMIE CERV.THOR/THOR. THOR.TOMIE
AJFC001;01C08 05C06 05C10 05C11 09C25 09C33 09C34 17C07;01 05 09 17;non;SYMPATHECTOMIE LOMB. COELIO
AJFC002;01C08 03C16 03C17 03C29 05C06 05C10 05C11 09C25 09C33 09C34;01 03 05 09;non;SYMPATHECTOMIE CERV.THOR/THOR. THOR.SCOPIE
AJLB001;01K05;01;non;INFILTR. THÉRAP. GGL CERV.THOR SANS GUID
AJLF001;01K05;01;non;BLOC SYMPATHIQUE MÉDICT PÉRIPH. IV SOUS GARROT ISCHÉM.
AJLH003;01K05;01;non;INFILTR. THÉRAP. PLEXUS HYPOGASTRIQUE/SACRAL GUID
AJLH008;01K05;01;non;INFILTR. THÉRAP. PLEXUS HYPOGASTRIQUE/SACRAL GUID SCAN
AJLH009;01K05;01;non;INFILTR. THÉRAP. CH. SYMPATH. LOMB. GUID SCAN
AJLH016;01K05;01;non;INFILTR. THÉRAP. CH. SYMPATH. LOMB. GUID RADIO
AJLH017;01K05;01;non;INFILTR. THÉRAP. PLEXUS COELIAQUE +/- CHAÎNE
AJLH019;01K05;01;non;INFILTR. THÉRAP. GGL PTÉRYGOPALATIN GUID RADIO
AJLH020;01K05;01;non;INFILTR. THÉRAP. GGL CERV.THOR GUID RADIO
AJNA001;01C08 06C21 07C08 17C06;01 06 07 17;non;DESTRUC. CHIM. CHAÎNE SPLANCHNIQUE LAPARO
AJNC001;01C08 06C15 07C08;01 06 07;non;DESTRUC. CHIM. CHAÎNE SPLANCHNIQUE COELIO.
AJNC002;01C08 06C15 07C08 17C07;01 06 07 17;non;DESTRUC. CHIM. CHAÎNE SPLANCHNIQUE THOR.SCOPIE
AMQP010;23K02;23;non;POLYSOMNOGRAPHIE 4À 8H SANS VIDÉO
AMQP011;23K02;23;non;POLYSOMNOGRAPHIE 4À 8H +VIDÉO
AMQP012;23K02;23;non;POLYSOMNOGRAPHIE 8À 12H SANS VIDÉO
AMQP013;23K02;23;non;POLYSOMNOGRAPHIE 8À 12H +VIDÉO
AMQP014;23K02;23;non;POLYSOMNOGRAPHIE 12À/24H SANS VIDÉO
AMQP015;23K02;23;non;POLYSOMNOGRAPHIE 12À/24H +VIDÉO
AZGA001;01C08 21C05;01 21;non;ABL. 1GÉNÉRATEUR SSCUT STIMUL. SCN
AZNL001;28Z11;28;non;SÉANCE IRRAD. EXT. NÉVRAXE
BAAA001;02C07 02C08 02C13 21C05;02 21;non;ALLONGT MUSC. RELEVEUR PAUP. SUP. +/- SECTION SA
BAAA002;02C07 02C08 02C13 21C05;02 21;non;ALLONGT RELEVEUR PAUP SUP+/-SECTION LAME PROF
BABA001;02C07 02C08 02C13 21C05;02 21;non;RACCOURC MUSC. RELEVEUR PAUP. SUP.
BACA001;02C07 02C08 02C13 09C09 09C25 21C05;02 09 21;non;SUTURES MULT. PAUP. BORD LIBRE+/-RELEVEUR PAUP.
BACA002;02C07 02C08 02C13 09C09 09C25 21C05;02 09 21;oui;SUTURE 1PLAIE CUT. 1PAUP. SANS ATTEINTE BORD LIBRE
BACA003;02C07 02C08 02C13 09C24 09C32 21C05;02 09 21;non;SUTURE DES BORDS LIBRES DES PAUP. SUP. +INF.
BACA005;02C07 02C08 02C13 09C09 09C25 21C05;02 09 21;non;SUTURE 1PLAIE CUT. 1PAUP. +ATTEINTE BORD LIBRE
BACA006;02C07 02C08 02C13 09C09 09C25 21C05;02 09 21;non;SUTURES MULT. DES PAUP. +BORD LIBRE TARSE+/-MUSC.
BACA007;02C07 02C08 02C13 09C09 09C25 21C05;02 09 21;non;SUTURES MULT. DES PAUP. SANS ATTEINTE BORD LIBRE
BACA008;02C07 02C08 02C13 09C09 09C25 21C05;02 09 21;oui;SUTURE SOURCIL
BADA001;02C07 02C08 02C13 09C25 09C32 21C05;02 09 21;non;CANTHOPEXIE MÉDIALE PR DYSTOPIE TRAUMA
BADA002;02C07 02C08 02C13 21C05;02 21;non;SUSPENSION BILAT. PAUP. SUP. AU MUSC. FRONTAL +GREF.
BADA003;02C07 02C08 02C13 09C25 09C32 21C05;02 09 21;non;CANTHOPEXIE LAT.
BADA004;02C07 02C08 02C13 21C05;02 21;non;SUSPENSION PAUP. SUP. AU MUSC. FRONTAL SANS GREF.
BADA005;02C07 02C08 02C13 09C25 09C32;02 09;non;CANTHOPEXIE MÉDIALE PR DYSTOPIE CONG.
BADA006;02C07 02C08 02C13 21C05;02 21;non;SUSPENSION UNILAT. PAUP. SUP. AU MUSC. FRONTAL
BADA007;02C07 02C08 02C13 09C23 09C32 21C05;02 09 21;non;FIXATION SOURCIL AU REBORD SUPRAORBITAIRE
BAEA001;02C07 02C08 02C13 09C25 09C32 21C05;02 09 21;non;REPOS. BORD LIBRE PAUP. SANS GREF. NI LAMBEAU
BAEA002;02C07 02C08 02C13 09C24 09C32 21C05 22C03;02 09 21 22;non;REPOS. BORD LIBRE PAUP. +GREF/LAMBEAU
BAEA003;02C07 02C08 02C13 21C05;02 21;non;TRANSFERT MUSC. TEMPORAL PR RÉANIMATION PALP.
BAFA001;01C08 02C07 02C08 02C13 09C25 09C32;01 02 09;non;RÉSEC. MUSC. ORBICULAIRE OEIL
BAFA002;02C07 02C08 02C13 09C24 09C32 21C05;02 09 21;non;EXÉRÈSE TRANSFIXIANTE LÉS. 1PAUP. +LIBÉR. CANTHUS
BAFA003;02C07 02C08 02C13 09C25 09C32;02 09;non;RÉSEC. CUT. SUPRASOURCILIÈRE BILAT.
BAFA004;02C07 02C08 02C13 21C05;02 21;non;RÉSEC. LAME PROF. RELEVEUR PAUP. SUP. +/-RÉSEC.
